error,favorite_count,id,media_type,media_url,retweet_count
,1812.0,691090071332753408,photo,https://pbs.twimg.com/media/CZc-u7IXEAQHV1N.jpg,362.0
,6272.0,690989312272396288,,,3111.0
,3798.0,690959652130045952,photo,https://pbs.twimg.com/media/CZbIINAWQAApTdl.jpg,1360.0
,4388.0,690938899477221376,photo,https://pbs.twimg.com/media/CZa1QnSWEAAEOVr.jpg,2166.0
,3490.0,690932576555528194,photo,https://pbs.twimg.com/media/CZavgf4WkAARpFM.jpg,1107.0
,4011.0,690735892932222976,photo,https://pbs.twimg.com/media/CZX8nyeVAAEstKM.jpg,1385.0
,2305.0,690728923253055490,photo,https://pbs.twimg.com/media/CZX2SxaXEAEcnR6.jpg,560.0
,2475.0,690690673629138944,photo,https://pbs.twimg.com/media/CZXTgKkWwAA5UZJ.jpg,858.0
,1387.0,690649993829576704,photo,https://pbs.twimg.com/media/CZWugJsWYAIzVzJ.jpg,305.0
,307.0,690607260360429569,,,17.0
,2088.0,690597161306841088,photo,https://pbs.twimg.com/media/CZV-c9NVIAEWtiU.jpg,653.0
,1984.0,690400367696297985,photo,https://pbs.twimg.com/media/CZTLeBuWIAAFkeR.jpg,490.0
,3454.0,690374419777196032,photo,https://pbs.twimg.com/media/CZSz3vWXEAACElU.jpg,934.0
,2814.0,690360449368465409,photo,https://pbs.twimg.com/media/CZSnKw8WwAAAN7q.jpg,963.0
,1595.0,690348396616552449,,,553.0
,1790.0,690248561355657216,photo,https://pbs.twimg.com/media/CZRBZ9mWkAAWblt.jpg,446.0
,2967.0,690021994562220032,photo,https://pbs.twimg.com/media/CZNzV6cW0AAsX7p.jpg,1119.0
,2663.0,690015576308211712,photo,https://pbs.twimg.com/media/CZNtgWbWwAEuSCf.jpg,799.0
,3892.0,690005060500217858,photo,https://pbs.twimg.com/media/CZNj8N-WQAMXASZ.jpg,1831.0
,1515.0,689999384604450816,photo,https://pbs.twimg.com/media/CZNexghWAAAYnT-.jpg,406.0
,1558.0,689993469801164801,,,496.0
,1449.0,689977555533848577,photo,https://pbs.twimg.com/media/CZNK7NpWwAEAqUh.jpg,483.0
,2576.0,689905486972461056,photo,https://pbs.twimg.com/media/CZMJYAkUMAATdcm.jpg,749.0
,3200.0,689877686181715968,photo,https://pbs.twimg.com/media/CZLwGAIWQAIYsTx.jpg,1282.0
,2296.0,689835978131935233,photo,https://pbs.twimg.com/media/CZLKJpDWQAA-5u4.jpg,818.0
,3395.0,689661964914655233,photo,https://pbs.twimg.com/media/CZIr5gFUsAAvnif.jpg,1007.0
